Unnamed: 0,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,MOST_SEVERE_INJURY,CRASH_HOUR,CRASH_MONTH,LATITUDE,LONGITUDE,CRASH_YEAR,SPEED_LIMIT,geometry,DISPLAYROU,the_geom,DIST,LANE_TYPE,CRASH_DATE,is_severe,index_right,CArea
8425,30,NO CONTROLS,NO CONTROLS,UNKNOWN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FOLLOWING TOO CLOSELY,IMPROPER TURNING/NO SIGNAL,,"REPORTED, NOT EVIDENT",17,2,41.8892649255,-87.6349286922,2023,30,POINT (-87.6349286922 41.8892649255),,,,,2023-02-08,False,7,Near North Side
8426,35,PEDESTRIAN CROSSING SIGN,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,NONINCAPACITATING INJURY,17,2,41.9331889972,-87.7664596188,2023,35,POINT (-87.7664596188 41.9331889972),,,,,2023-02-08,False,18,Belmont Cragin
8427,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,NONINCAPACITATING INJURY,9,2,41.8233563484,-87.6460685025,2023,30,POINT (-87.6460685025 41.8233563484),,,,,2023-02-10,False,59,Bridgeport
8428,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,Y,NONINCAPACITATING INJURY,15,2,41.918163306,-87.6569540129,2023,30,POINT (-87.6569540129 41.918163306),,,,,2023-02-10,False,6,Lincoln Park
8429,35,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,,NO INDICATION OF INJURY,15,2,41.8967860509,-87.6282808746,2023,35,POINT (-87.6282808746 41.8967860509),,,,,2023-02-10,False,7,Near North Side
8430,25,NO CONTROLS,OTHER,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,"REPORTED, NOT EVIDENT",10,2,41.9605671771,-87.6542206605,2023,25,POINT (-87.6542206605 41.9605671771),,,,,2023-02-11,False,2,Uptown
8431,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,NONINCAPACITATING INJURY,22,2,41.9398520812,-87.6506533288,2023,30,POINT (-87.6506533288 41.9398520812),,,,,2023-02-11,False,5,Lake View
8432,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,NOT APPLICABLE,,"REPORTED, NOT EVIDENT",22,2,41.884552309,-87.63975418,2023,30,POINT (-87.63975418 41.884552309),,,,,2023-02-11,False,27,Near West Side
8433,25,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,IMPROPER TURNING/NO SIGNAL,IMPROPER OVERTAKING/PASSING,,NONINCAPACITATING INJURY,15,2,41.8465313622,-87.69782704,2023,25,POINT (-87.69782704 41.8465313622),,,,,2023-02-12,False,28,North Lawndale
8434,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,Y,NONINCAPACITATING INJURY,17,2,41.9452445612,-87.6458255009,2023,25,POINT (-87.6458255009 41.9452445612),,,,,2023-02-12,False,5,Lake View
8435,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,IMPROPER LANE USAGE,FAILING TO REDUCE SPEED TO AVOID CRASH,,INCAPACITATING INJURY,22,2,42.0041637463,-87.6606890572,2023,30,POINT (-87.6606890572 42.0041637463),,,,,2023-02-12,True,0,Rogers Park
8436,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ALLEY,STRAIGHT AND LEVEL,WET,UNKNOWN,Y,UNABLE TO DETERMINE,UNABLE TO DETERMINE,Y,NONINCAPACITATING INJURY,5,2,41.823671514,-87.6211215111,2023,30,POINT (-87.6211215111 41.823671514),,,,,2023-02-14,False,37,Grand Boulevard
8437,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,17,2,41.9071066531,-87.6675024254,2023,30,POINT (-87.6675024254 41.9071066531),,,,,2023-02-14,False,23,West Town
8438,20,UNKNOWN,UNKNOWN,RAIN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,PARKING LOT,STRAIGHT AND LEVEL,WET,UNKNOWN,,UNABLE TO DETERMINE,NOT APPLICABLE,,"REPORTED, NOT EVIDENT",18,2,41.8413489899,-87.6495076896,2023,20,POINT (-87.6495076896 41.8413489899),,,,,2023-02-14,False,30,Lower West Side
8439,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,,UNABLE TO DETERMINE,NOT APPLICABLE,,NO INDICATION OF INJURY,12,2,41.890058266,-87.6312298874,2023,30,POINT (-87.6312298874 41.890058266),,,,,2023-02-15,False,7,Near North Side
8440,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,16,2,41.960242504,-87.7769558962,2023,30,POINT (-87.7769558962 41.960242504),,,,,2023-02-15,False,14,Portage Park
8441,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SLEET/HAIL,UNKNOWN,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,"REPORTED, NOT EVIDENT",15,2,41.9701555122,-87.7294587019,2023,30,POINT (-87.7294587019 41.9701555122),,,,,2023-02-16,False,11,Forest Glen
8442,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,Y,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,14,2,41.9834343576,-87.6747551902,2023,30,POINT (-87.6747551902 41.9834343576),,,,,2023-02-17,False,3,Lincoln Square
8443,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,UNABLE TO DETERMINE,NOT APPLICABLE,,INCAPACITATING INJURY,23,2,41.9683897212,-87.7245257258,2023,30,POINT (-87.7245257258 41.9683897212),,,,,2023-02-18,True,13,Albany Park
8444,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,NOT APPLICABLE,,NONINCAPACITATING INJURY,15,2,41.9200396286,-87.6833220047,2023,20,POINT (-87.6833220047 41.9200396286),,,,,2023-02-19,False,21,Logan Square
8445,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NOT APPLICABLE,NOT APPLICABLE,,NO INDICATION OF INJURY,17,2,41.9320022092,-87.7185590124,2023,30,POINT (-87.7185590124 41.9320022092),,,,,2023-02-19,False,20,Avondale
8446,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NOT APPLICABLE,NOT APPLICABLE,,NONINCAPACITATING INJURY,17,2,41.8096085752,-87.7237950428,2023,30,POINT (-87.7237950428 41.8096085752),,,,,2023-02-20,False,56,Archer Heights
8447,10,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PEDALCYCLIST,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,IMPROPER LANE USAGE,NOT APPLICABLE,,INCAPACITATING INJURY,22,2,41.9397446157,-87.6685161011,2023,10,POINT (-87.6685161011 41.9397446157),,,,,2023-02-20,True,5,Lake View
8448,20,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,UNKNOWN,UNKNOWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,Y,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,11,2,41.8553847996,-87.627291545,2023,20,POINT (-87.627291545 41.8553847996),,,,,2023-02-21,False,32,Near South Side
